adventure,romance,action,thriller,comedy,drama,director_name,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
0,0,0,0,0,1,RomanPolanski,130,25,BarneyClark,268,1987287,Crime|Drama,IanMcNeice,OliverTwist ,450,TonyNoble,English,UK,PG-13,50000000,2005,85,6.9,0
0,0,1,1,0,0,RobBowman,100,1000,Cary-HiroyukiTagawa,3000,24407944,Action|Crime|Fantasy|Thriller,JenniferGarner,Elektra ,7048,GoranVisnjic,English,Canada,PG-13,43000000,2005,1000,4.8,0
0,0,1,1,0,0,FrankMiller,102,6000,BruceWillis,23000,13750556,Action|Crime|Thriller,JosephGordon-Levitt,SinCity:ADametoKillFor ,49433,EvaGreen,English,USA,R,65000000,2014,13000,6.5,32000
0,1,0,0,0,1,SydneyPollack,133,970,KristinScottThomas,11000,31054924,Drama|Mystery|Romance,HarrisonFord,RandomHearts ,16710,BillCobbs,English,USA,R,64000000,1999,1000,5.1,295
1,0,0,1,0,1,BaltasarKormákur,121,221,MartinHenderson,963,43247140,Adventure|Biography|Drama|History|Sport|Thriller,MichaelKelly,Everest ,2131,TomGoodman-Hill,English,UK,PG-13,55000000,2015,580,7.1,40000
0,0,0,0,0,1,TomTykwer,147,16,DavidCalder,177,2208939,Crime|Drama|Fantasy,MichaelSmiley,Perfume:TheStoryofaMurderer ,253,SimonChandler,English,Germany,R,50000000,2006,27,7.5,26000
0,0,1,0,1,0,JayRoach,94,481,JoshZuckerman,645,213079163,Action|Comedy|Crime,VerneTroyer,AustinPowersinGoldmember ,2725,RobertWagner,English,USA,PG-13,63000000,2002,522,6.2,0
0,0,1,0,1,0,DavidBowers,94,668,CharlizeTheron,12000,19548064,Action|Animation|Comedy|Family|Sci-Fi,NicolasCage,AstroBoy ,23365,DeeBradleyBaker,English,HongKong,PG,65000000,2009,9000,6.3,0
1,0,0,1,0,0,StevenSpielberg,127,191,ArianaRichards,967,356784000,Adventure|Sci-Fi|Thriller,WayneKnight,JurassicPark ,2129,BobPeck,English,USA,PG-13,63000000,1993,610,8.1,19000
1,0,0,0,0,1,LawrenceKasdan,212,812,CatherineO'Hara,2000,25052000,Adventure|Biography|Crime|Drama|Western,DennisQuaid,WyattEarp ,5708,IsabellaRossellini,English,USA,PG-13,63000000,1994,925,6.6,0
0,0,1,1,0,1,PhillipNoyce,141,672,DeanJones,11000,122012710,Action|Crime|Drama|Thriller,HarrisonFord,ClearandPresentDanger ,14178,RaymondCruz,English,USA,PG-13,62000000,1994,913,6.9,0
1,0,1,0,0,1,DanielLee,103,7,PengLin,21,72413,Action|Adventure|Drama|History,SiWonChoi,DragonBlade ,58,Sung-junYoo,Mandarin,China,R,65000000,2015,18,6.1,0
0,0,0,0,1,0,KeenenIvoryWayans,98,723,BrittanyDaniel,979,58255287,Comedy|Crime,ChazzPalminteri,Littleman ,6334,JohnWitherspoon,English,USA,PG-13,64000000,2006,862,4.3,0
0,0,1,0,0,0,JonathanMostow,116,563,ThomasKretschmann,11000,77086030,Action|War,MatthewMcConaughey,U-571 ,14931,DavidKeith,English,France,PG-13,62000000,2000,919,6.6,0
0,1,0,0,1,1,RobReiner,114,452,SamanthaMathis,524,65000000,Comedy|Drama|Romance,ShawnaWaldron,TheAmericanPresident ,2668,WendieMalick,English,USA,PG-13,62000000,1995,517,6.8,0
0,1,0,0,1,0,MarcoSchnabel,87,645,RomanyMalco,3000,32178777,Comedy|Romance|Sport,JustinTimberlake,TheLoveGuru ,6658,VerneTroyer,English,USA,PG-13,62000000,2008,966,3.8,0
0,0,1,1,1,0,DemianLichtenstein,125,867,BokeemWoodbine,11000,15738632,Action|Comedy|Crime|Thriller,JonLovitz,3000MilestoGraceland ,14536,Ice-T,English,USA,R,42000000,2001,904,5.9,0
0,0,0,1,0,1,QuentinTarantino,187,1000,JenniferJasonLeigh,46000,54116191,Crime|Drama|Mystery|Thriller|Western,CraigStark,TheHatefulEight ,49912,ZoëBell,English,USA,R,44000000,2015,1000,7.9,114000
0,0,0,0,1,0,JoshGordon,93,970,AmyPoehler,8000,118153533,Comedy|Sport,WillFerrell,BladesofGlory ,13232,JonHeder,English,USA,PG-13,61000000,2007,1000,6.3,0
1,0,0,0,1,0,TimHill,95,439,ElizabethPerkins,989,108012170,Adventure|Animation|Comedy|Family|Fantasy,GaryCole,Hop ,2558,ChelseaHandler,English,USA,PG,63000000,2011,664,5.5,0
0,0,1,0,0,1,ZackSnyder,117,447,MichaelFassbender,18000,210592590,Action|Drama|Fantasy|War,GerardButler,300 ,32360,VincentRegan,English,USA,R,65000000,2006,13000,7.7,13000
0,1,0,0,1,0,JayRoach,106,708,BlytheDanner,22000,279167575,Comedy|Romance,RobertDeNiro,MeettheFockers ,24938,TeriPolo,English,USA,PG-13,80000000,2004,713,6.3,0
0,0,0,0,1,1,DavidFrankel,115,664,KathleenTurner,2000,143151473,Comedy|Drama|Family,EricDane,Marley&Me ,4811,HaleyBennett,English,USA,PG,60000000,2008,899,7.1,11000
0,0,0,0,0,1,FrankDarabont,189,693,JeffreyDeMunn,15000,136801374,Crime|Drama|Fantasy|Mystery,TomHanks,TheGreenMile ,17716,MichaelJeter,English,USA,R,60000000,1999,745,8.5,30000
1,0,0,0,1,0,MarkDindal,81,397,FredWillard,925,135381507,Adventure|Animation|Comedy|Family|Sci-Fi,CatherineO'Hara,ChickenLittle ,2252,AmySedaris,English,USA,G,150000000,2005,729,5.8,912
0,0,0,1,0,1,DavidFincher,149,625,SelaWard,835,167735396,Crime|Drama|Mystery|Thriller,PatrickFugit,GoneGirl ,4348,EmilyRatajkowski,English,USA,R,61000000,2014,812,8.1,146000
0,0,1,1,0,0,DougLiman,119,73,JoshHamilton,13000,121468960,Action|Mystery|Thriller,MattDamon,TheBourneIdentity ,13249,NickyNaudé,English,USA,PG-13,60000000,2002,147,7.9,0
1,0,1,1,0,0,MartinCampbell,130,345,JoeDonBaker,394,106635996,Action|Adventure|Thriller,IzabellaScorupco,GoldenEye ,1784,TchékyKaryo,English,UK,PG-13,58000000,1995,387,7.2,0
0,0,0,1,0,1,SimonWest,116,475,TimothyHutton,577,102678089,Drama|Mystery|Thriller,DanielvonBargen,TheGeneral'sDaughter ,2321,ClarenceWilliamsIII,English,USA,R,95000000,1999,501,6.3,885
0,0,0,0,1,1,PeterWeir,103,576,NoahEmmerich,2000,125603360,Comedy|Drama|Sci-Fi,NataschaMcElhone,TheTrumanShow ,3698,PeterKrause,English,USA,PG,60000000,1998,617,8.1,18000
1,0,0,0,0,1,BrendaChapman,99,145,AriaNoelleCurzon,770,101217900,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,MartinShort,ThePrinceofEgypt ,1195,EdenRiegel,English,USA,PG,70000000,1998,263,7.0,0
0,0,0,0,1,0,SteveCarr,92,522,LisaEdelstein,1000,104148781,Comedy|Family,AnjelicaHuston,DaddyDayCare ,4050,JeffGarlin,English,USA,PG,60000000,2003,955,5.5,886
0,0,1,1,1,1,BaltasarKormákur,109,459,PatrickFischler,18000,75573300,Action|Comedy|Crime|Drama|Thriller,DenzelWashington,2Guns ,20148,FredWard,English,USA,R,61000000,2013,497,6.7,22000
0,0,1,0,1,0,LawrenceGuterman,87,405,ElizabethPerkins,3000,93375151,Action|Comedy|Family|Fantasy,CarolAnnSusi,Cats&Dogs ,4171,MiriamMargolyes,English,USA,PG,60000000,2001,664,5.2,0
0,0,1,1,0,0,F.GaryGray,111,82,CharlizeTheron,26000,106126012,Action|Crime|Thriller,JasonStatham,TheItalianJob ,35084,JimmyShubert,English,USA,PG-13,60000000,2003,9000,7.0,0
0,1,0,0,1,0,MarcLawrence,101,268,AliciaWitt,1000,93307796,Comedy|Romance,DorianMissick,TwoWeeksNotice ,2636,DanaIvey,English,USA,PG-13,60000000,2002,976,6.1,0
1,0,0,0,1,0,EricDarnell,83,754,WoodyAllen,13000,90646554,Adventure|Animation|Comedy|Family,SylvesterStallone,Antz ,25788,AnneBancroft,English,USA,PG,105000000,1998,11000,6.6,0
0,0,0,0,1,0,PeterBillingsley,113,721,KristinDavis,4000,109176215,Comedy,JonFavreau,CouplesRetreat ,8172,TashaSmith,English,USA,PG-13,60000000,2009,722,5.5,0
0,0,1,0,0,1,TonyScott,107,695,RobertDuvall,10000,82670733,Action|Drama|Sport,TomCruise,DaysofThunder ,14006,RandyQuaid,English,USA,PG-13,60000000,1990,3000,5.9,0
1,0,0,0,1,0,AdamShankman,94,2000,TomWelling,12000,82569532,Adventure|Comedy|Family,TaylorLautner,CheaperbytheDozen2 ,20348,AlysonStoner,English,USA,PG,60000000,2005,3000,5.4,781
0,0,1,1,0,0,WesBall,132,240,LiliTaylor,988,81687587,Action|Sci-Fi|Thriller,KiHongLee,TheScorchTrials ,2517,RosaSalazar,English,USA,PG-13,61000000,2015,960,6.4,24000
0,1,0,0,0,1,RyanMurphy,140,745,JuliaRoberts,11000,80574010,Drama|Romance,JamesFranco,EatPrayLove ,20440,BillyCrudup,English,USA,PG-13,60000000,2010,8000,5.7,26000
0,1,0,0,1,1,BrettRatner,125,627,DonCheadle,12000,75764085,Comedy|Drama|Fantasy|Romance,NicolasCage,TheFamilyMan ,16646,AmberValletta,English,USA,PG-13,60000000,2000,3000,6.7,0
0,0,1,1,1,0,RobertSchwentke,111,357,MorganFreeman,13000,90356857,Action|Comedy|Crime|Thriller,BruceWillis,RED ,24928,JaquelineFleming,English,USA,PG-13,58000000,2010,11000,7.1,32000
0,0,0,0,0,1,OliverStone,156,1000,DennisQuaid,14000,75530832,Drama|Sport,AlPacino,AnyGivenSunday ,20761,LLCoolJ,English,USA,R,55000000,1999,2000,6.8,0
0,1,0,0,0,1,RobertRedford,170,380,KristinScottThomas,19000,75370763,Drama|Romance|Western,ScarlettJohansson,TheHorseWhisperer ,20683,JessalynGilsig,English,USA,PG-13,60000000,1998,1000,6.5,0
0,0,0,1,0,1,MichaelMann,120,680,JadaPinkettSmith,10000,100003492,Crime|Drama|Thriller,TomCruise,Collateral ,13581,DebiMazar,English,USA,R,65000000,2004,851,7.6,0
1,0,1,1,0,0,ChuckRussell,100,416,RogerRees,12000,90341670,Action|Adventure|Fantasy|Thriller,DwayneJohnson,TheScorpionKing ,14611,BernardHill,English,USA,PG-13,60000000,2002,1000,5.5,0
0,0,1,1,0,1,JayRussell,115,579,JayHernandez,2000,74540762,Action|Drama|Thriller,BillyBurke,Ladder49 ,4496,JacindaBarrett,English,USA,PG-13,55000000,2004,1000,6.5,0
0,0,1,1,0,0,ChristopherMcQuarrie,130,1000,RobertDuvall,10000,80033643,Action|Crime|Mystery|Thriller,TomCruise,JackReacher ,16385,DavidOyelowo,English,USA,PG-13,60000000,2012,3000,7.0,38000
0,0,1,1,0,0,RennyHarlin,105,811,MichaelRapaport,1000,73648142,Action|Sci-Fi|Thriller,LLCoolJ,DeepBlueSea ,3697,SaffronBurrows,English,USA,R,60000000,1999,975,5.8,0
0,0,0,0,0,0,KennyOrtega,111,6,MekiaCox,433,71844424,Documentary|Music,MishaGabrielHamilton,ThisIsIt ,679,JudithHill,English,USA,PG,60000000,2009,208,7.3,0
0,0,0,1,0,1,StevenSoderbergh,106,175,MoniqueGabrielaCurnen,13000,75638743,Drama|Thriller,MattDamon,Contagion ,13634,GriffinKane,English,USA,PG-13,60000000,2011,240,6.6,42000
1,0,1,0,1,0,DavidMcNally,89,226,DyanCannon,658,66734992,Action|Adventure|Comedy|Crime,EstellaWarren,KangarooJack ,1233,BillHunter,English,USA,PG,60000000,2003,257,4.4,858
0,0,0,0,0,0,HenrySelick,100,57,DawnFrench,309,75280058,Animation|Family|Fantasy,JenniferSaunders,Coraline ,647,JohnHodgman,English,USA,PG,60000000,2009,229,7.7,10000
0,0,0,1,0,0,M.NightShyamalan,91,751,AlanRuck,11000,64505912,Sci-Fi|Thriller,ZooeyDeschanel,TheHappening ,13654,KristenConnolly,English,USA,R,48000000,2008,946,5.0,6000
0,0,1,1,0,1,TonyScott,146,451,RadhaMitchell,18000,77862546,Action|Crime|Drama|Thriller,DenzelWashington,ManonFire ,20454,GiancarloGiannini,English,USA,R,70000000,2004,992,7.7,14000
0,0,0,0,1,0,BrianRobbins,98,722,JoelDavidMoore,21000,61112916,Comedy|Family|Fantasy,RobertDowneyJr.,TheShaggyDog ,24664,KristinDavis,English,USA,PG,50000000,2006,936,4.4,747
0,0,0,0,1,0,ToddPhillips,101,767,CarmenElectra,881,88200225,Comedy|Crime,SnoopDogg,Starsky&Hutch ,3943,FredWilliamson,English,USA,PG-13,60000000,2004,869,6.1,0
0,0,0,0,1,0,BrianLevant,94,626,HarveyKorman,854,60573641,Comedy|Family,JimBelushi,JingleAlltheWay ,4530,JakeLloyd,English,USA,PG,60000000,1996,628,5.4,0
0,0,1,0,0,0,GuillermodelToro,132,160,RupertEvans,366,59035104,Action|Fantasy|Horror|Sci-Fi,JamesBabson,Hellboy ,1112,BrianSteele,English,USA,PG-13,66000000,2004,334,6.8,0
0,0,1,0,0,1,StevenZaillian,115,521,KathleenQuinlan,3000,56702901,Drama,RobertDuvall,ACivilAction ,4713,SydneyPollack,English,USA,PG-13,60000000,1998,552,6.5,1000
1,0,0,0,1,0,ChrisButler,92,586,KodiSmit-McPhee,10000,55994557,Adventure|Animation|Comedy|Family|Fantasy,AnnaKendrick,ParaNorman ,13597,ElaineStritch,English,USA,PG,60000000,2012,884,7.0,12000
1,0,1,1,0,0,MichaelCaton-Jones,124,460,BruceWillis,24000,54910560,Action|Adventure|Crime|Thriller,J.K.Simmons,TheJackal ,38227,SophieOkonedo,English,USA,R,60000000,1997,13000,6.3,0
0,0,1,1,0,0,JohnWoo,119,716,JoeMorton,834,53789313,Action|Mystery|Sci-Fi|Thriller,IvanaMilicevic,Paycheck ,3637,CallumRennie,English,USA,PG-13,60000000,2003,780,6.3,0
0,1,0,0,0,1,JonAvnet,124,672,StockardChanning,1000,51045801,Drama|Romance,JoeMantegna,UpClose&Personal ,3653,RaymondCruz,English,USA,PG-13,60000000,1996,944,6.1,829
1,0,0,0,1,0,SamFell,93,903,MatthewBroderick,9000,50818750,Adventure|Animation|Comedy|Family|Fantasy,EmmaWatson,TheTaleofDespereaux ,13403,FrankLangella,English,UK,G,60000000,2008,2000,6.1,0
0,0,1,0,1,0,KevinDonovan,98,107,DebiMazar,966,50189179,Action|Comedy|Sci-Fi,RomanyMalco,TheTuxedo ,2018,RitchieCoster,English,USA,PG-13,60000000,2002,680,5.3,797
0,0,1,1,0,0,GeoffMurphy,92,488,BrendaBakke,789,50024083,Action|Thriller,PeterGreene,UnderSiege2:DarkTerritory ,2318,PatrickKilpatrick,English,USA,R,60000000,1995,520,5.4,1000
0,0,1,1,0,1,KennethBranagh,105,288,NonsoAnozie,539,50549107,Action|Drama|Thriller,ColmFeore,JackRyan:ShadowRecruit ,1411,GemmaChan,English,USA,PG-13,60000000,2014,394,6.2,17000
0,0,0,0,1,1,DavidO.Russell,124,14000,RobertDeNiro,34000,56443482,Biography|Comedy|Drama,JenniferLawrence,Joy ,75793,BradleyCooper,English,USA,PG-13,60000000,2015,22000,6.6,24000
0,0,1,1,0,1,BabakNajafi,99,864,RadhaMitchell,18000,62401264,Action|Crime|Drama|Thriller,GerardButler,LondonHasFallen ,20276,JulianKostov,English,UK,R,60000000,2016,992,5.9,28000
0,0,1,0,0,0,Jean-PierreJeunet,116,672,MichaelWincott,1000,47748610,Action|Horror|Sci-Fi,GaryDourdan,Alien:Resurrection ,3090,RaymondCruz,English,USA,R,75000000,1997,720,6.3,0
0,0,1,1,0,1,AntoineFuqua,124,295,NedBeatty,650,46975183,Action|Crime|Drama|Mystery|Thriller,TateDonovan,Shooter ,1640,LouisFerreira,English,USA,R,61000000,2007,467,7.2,0
1,0,0,0,1,0,GrahamAnnable,96,642,DeeBradleyBaker,874,50807639,Adventure|Animation|Comedy|Family|Fantasy,IsaacHempsteadWright,TheBoxtrolls ,3151,TracyMorgan,English,USA,PG,60000000,2014,668,6.8,11000
0,1,0,0,1,1,GriffinDunne,104,944,DianneWiest,1000,46611204,Comedy|Drama|Fantasy|Romance,GoranVisnjic,PracticalMagic ,4294,StockardChanning,English,USA,PG-13,48000000,1998,967,6.1,0
1,0,1,0,1,0,PhilLord,100,2000,WillFerrell,11000,257756197,Action|Adventure|Animation|Comedy|Family|Fantasy,MorganFreeman,TheLegoMovie ,22128,AlisonBrie,English,Australia,PG,60000000,2014,8000,7.8,64000
0,0,1,0,1,0,JohnPasquin,115,642,DiedrichBader,1000,48472213,Action|Comedy|Crime,EileenBrennan,MissCongeniality2:ArmedandFabulous ,4305,TreatWilliams,English,USA,PG-13,45000000,2005,759,5.0,621
1,0,1,1,0,0,RobBowman,101,11000,GerardButler,23000,43060566,Action|Adventure|Fantasy|Sci-Fi|Thriller,ChristianBale,ReignofFire ,53024,MatthewMcConaughey,English,USA,PG-13,60000000,2002,18000,6.2,0
0,0,1,1,0,1,RubenFleischer,113,300,BrandonMolale,33000,45996718,Action|Crime|Drama|Thriller,RyanGosling,GangsterSquad ,34738,WadeWilliams,English,USA,R,60000000,2013,301,6.7,40000
1,0,0,0,1,0,HaroldRamis,100,485,OliverPlatt,10000,43337279,Adventure|Comedy,OliviaWilde,YearOne ,12258,XanderBerkeley,English,USA,PG-13,60000000,2009,1000,4.9,0
0,0,0,0,0,1,ClintEastwood,134,204,MorganFreeman,13000,37479778,Biography|Drama|History|Sport,MattDamon,Invictus ,24458,LeletiKhumalo,English,USA,PG-13,60000000,2009,11000,7.4,23000
0,1,0,1,1,0,TonyGilroy,125,896,TomWilkinson,8000,40559930,Comedy|Crime|Romance|Thriller,JuliaRoberts,Duplicity ,10623,DenisO'Hare,English,USA,PG-13,60000000,2009,1000,6.2,0
0,0,0,0,1,0,DonaldPetrie,94,230,RayWalston,1000,36830057,Comedy|Family|Sci-Fi,StevenAnthonyLawrence,MyFavoriteMartian ,2151,MichaelLerner,English,USA,PG,65000000,1999,417,4.9,448
0,0,1,1,0,0,ClarkJohnson,107,206,DavidRasche,310,36279230,Action|Crime|Thriller,BlairBrown,TheSentinel ,1352,MartinDonovan,English,USA,PG-13,60000000,2006,219,6.1,690
1,0,0,0,1,0,JorgeBlanco,91,480,GaryOldman,12000,42194060,Adventure|Animation|Comedy|Family|Sci-Fi,DwayneJohnson,Planet51 ,22668,JamesCorden,English,Spain,PG,70000000,2009,10000,6.1,0
1,0,1,1,0,0,StuartBaird,116,906,LeVarBurton,27000,43119879,Action|Adventure|Sci-Fi|Thriller,TomHardy,StarTrek:Nemesis ,31224,JonathanFrakes,English,USA,PG-13,60000000,2002,1000,6.4,0
0,1,0,0,1,0,JoelCoen,100,210,PaulAdelstein,436,35096190,Comedy|Crime|Romance,CedrictheEntertainer,IntolerableCruelty ,1395,JuliaDuffy,English,USA,PG-13,60000000,2003,399,6.3,0
0,0,0,1,0,1,MartinCampbell,117,896,RayWinstone,2000,43290977,Crime|Drama|Mystery|Thriller,BojanaNovakovic,EdgeofDarkness ,7053,DenisO'Hare,English,UK,R,80000000,2010,1000,6.6,0
0,0,0,1,0,0,PeterHyams,110,308,PenelopeAnnMiller,510,33927476,Horror|Mystery|Sci-Fi|Thriller,JohnKapelos,TheRelic ,1976,ChiMuoiLo,English,UK,R,40000000,1997,344,5.7,956
0,0,0,0,1,0,HaroldRamis,96,236,CathyMoriarty,22000,32122249,Comedy|Crime,RobertDeNiro,AnalyzeThat ,22889,JoeViterelli,English,USA,R,60000000,2002,394,5.9,846
0,0,1,1,0,1,JonAvnet,101,1000,AlPacino,22000,40076438,Action|Crime|Drama|Mystery|Thriller,RobertDeNiro,RighteousKill ,38809,50Cent,English,USA,R,60000000,2008,14000,6.0,0
0,0,1,1,0,1,HaroldBecker,111,652,MikoHughes,13000,32940507,Action|Crime|Drama|Thriller,BruceWillis,MercuryRising ,16536,CarriePreston,English,USA,R,60000000,1998,968,6.1,0
0,0,0,0,0,1,JoeWright,117,569,StephenRoot,21000,31670931,Biography|Drama|Music,RobertDowneyJr.,TheSoloist ,23745,RachaelHarris,English,UK,PG-13,60000000,2009,939,6.7,0
0,0,0,0,0,1,RobertRedford,126,9000,WillSmith,13000,30695227,Drama|Fantasy|Sport,MattDamon,TheLegendofBaggerVance ,34774,CharlizeTheron,English,USA,PG-13,60000000,2000,10000,6.7,0
1,0,0,0,1,1,CameronCrowe,152,947,ZooeyDeschanel,22000,32522352,Adventure|Comedy|Drama|Music,PhilipSeymourHoffman,AlmostFamous ,36897,MichaelAngarano,English,USA,R,60000000,2000,11000,7.9,15000
1,0,1,1,0,0,LeeTamahori,101,218,NonaGaye,287,26082914,Action|Adventure|Crime|Thriller,SunnyMabrey,xXx:StateoftheUnion ,993,Xzibit,English,USA,PG-13,87000000,2005,233,4.3,0
0,0,1,1,0,0,ScottStewart,87,77,AlanDale,865,29136626,Action|Fantasy|Horror|Sci-Fi|Thriller,JoshWingate,Priest ,1417,JacobHopkins,English,USA,PG-13,60000000,2011,441,5.7,20000
1,1,0,0,1,1,PatrickGilmore,85,82,AdrianoGiannini,11000,26288320,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,BradPitt,Sinbad:LegendoftheSevenSeas ,11301,TimothyWest,English,USA,PG,60000000,2003,102,6.7,880
0,0,0,1,0,0,PaulW.S.Anderson,130,552,JoelyRichardson,722,26616590,Horror|Sci-Fi|Thriller,SeanPertwee,EventHorizon ,2525,KathleenQuinlan,English,UK,R,60000000,1997,585,6.7,10000
1,0,1,0,0,0,JossWhedon,173,19000,RobertDowneyJr.,26000,623279547,Action|Adventure|Sci-Fi,ChrisHemsworth,TheAvengers ,87697,ScarlettJohansson,English,USA,PG-13,220000000,2012,21000,8.1,123000
0,1,0,1,0,1,TomShadyac,104,256,SusannaThompson,780,30063805,Drama|Fantasy|Mystery|Romance|Thriller,JoeMorton,Dragonfly ,2109,MattCraven,English,USA,PG-13,60000000,2002,265,6.1,0
0,0,0,1,0,1,BrianDePalma,121,854,MiaKirshner,19000,22518325,Crime|Drama|Mystery|Thriller,ScarlettJohansson,TheBlackDahlia ,22833,MikeStarr,English,Germany,R,50000000,2006,972,5.6,0
1,1,1,0,0,1,TonyBill,140,579,TylerLabine,11000,13082288,Action|Adventure|Drama|History|Romance|War,JamesFranco,Flyboys ,12634,PhilipWinchester,English,UK,PG-13,60000000,2006,779,6.6,2000
0,0,1,1,0,1,RodLurie,131,507,DelroyLindo,968,18208078,Action|Drama|Thriller,CliftonCollinsJr.,TheLastCastle ,3012,MichaelIrby,English,USA,R,60000000,2001,848,6.9,0
0,0,0,1,0,0,WalterHill,91,68,WilsonCruz,889,14218868,Horror|Sci-Fi|Thriller,RobertForster,Supernova ,1262,VanessaMarshall,English,USA,PG-13,65000000,2000,290,4.8,589
0,1,0,0,0,1,AkivaGoldsman,118,778,WilliamHurt,20000,22451,Drama|Fantasy|Mystery|Romance,MattBomer,Winter'sTale ,22447,KevinCorrigan,English,USA,PG-13,60000000,2014,882,6.2,17000
0,1,0,0,0,0,HaraldZwart,130,1000,KevinZegers,5000,31165421,Fantasy|Horror|Mystery|Romance,AidanTurner,TheMortalInstruments:CityofBones ,10247,CCHPounder,English,USA,PG-13,60000000,2013,2000,6.0,44000
1,1,0,0,1,0,BrianRobbins,90,196,MikeO'Malley,973,11802056,Adventure|Comedy|Family|Romance|Sci-Fi,MarcBlucas,MeetDave ,1865,ShawnChristian,English,USA,PG,60000000,2008,400,4.9,791
0,0,0,1,0,1,WalterSalles,103,87,CamrynManheim,794,25472967,Drama|Horror|Thriller,DougrayScott,DarkWater ,1467,ArielGade,English,USA,PG-13,30000000,2005,329,5.6,0
0,0,0,0,1,1,RonHoward,122,1000,AdamGoldberg,11000,22362500,Comedy|Drama,MatthewMcConaughey,Edtv ,15275,ClintHoward,English,USA,PG-13,55000000,1999,1000,6.1,641
1,0,0,0,0,0,IainSoftley,106,466,StephenGraham,3000,17281832,Adventure|Family|Fantasy,BrendanFraser,Inkheart ,5329,JamieForeman,English,Germany,PG,60000000,2008,1000,6.1,0
0,0,1,1,0,0,FrankMiller,103,437,JaimeKing,19000,19781879,Action|Crime|Fantasy|Thriller,ScarlettJohansson,TheSpirit ,20881,LouisLombardi,English,USA,PG-13,60000000,2008,961,4.8,2000
0,1,1,0,1,0,DavidKoepp,107,280,OliviaMunn,40000,7605668,Action|Comedy|Mystery|Romance,JohnnyDepp,Mortdecai ,42683,UlrichThomsen,English,UK,R,60000000,2015,2000,5.5,12000
1,0,1,1,0,0,UweBoll,156,102,MikeDopud,26000,4535117,Action|Adventure|Fantasy|Thriller,JasonStatham,IntheNameoftheKing:ADungeonSiegeTale ,26564,TaniaSaulnier,English,Germany,PG-13,60000000,2007,368,3.8,0
1,1,0,0,0,1,MartinCampbell,127,617,TeriPolo,11000,4426297,Adventure|Drama|Romance|War,AngelinaJoliePitt,BeyondBorders ,12947,NoahEmmerich,English,USA,R,35000000,2003,708,6.5,0
0,0,1,0,0,1,JohnDahl,132,242,ClayneCrawford,11000,10166502,Action|Drama|War,JamesFranco,TheGreatRaid ,12133,PaoloMontalban,Filipino,USA,R,80000000,2005,298,6.7,0
1,1,1,0,1,0,TimMiller,108,361,EdSkrein,16000,363024263,Action|Adventure|Comedy|Romance|Sci-Fi,RyanReynolds,Deadpool ,18239,StefanKapicic,English,USA,R,58000000,2016,805,8.1,117000
0,0,0,0,1,1,StephenHerek,114,440,MorganFairchild,743,12065985,Comedy|Drama,KellyPreston,HolyMan ,2367,EricMcCormack,English,USA,PG,60000000,1998,730,4.9,296
0,0,1,1,0,1,ClintEastwood,133,318,LeonardRoberts,14000,350123553,Action|Biography|Drama|History|Thriller|War,BradleyCooper,AmericanSniper ,16277,KeirO'Donnell,English,USA,R,58800000,2014,962,7.3,112000
1,0,0,0,1,0,RobLetterman,103,543,DylanMinnette,2000,80021740,Adventure|Comedy|Family|Fantasy|Horror,OdeyaRush,Goosebumps ,5497,KenMarino,English,USA,PG,58000000,2015,1000,6.4,35000
0,1,0,0,1,0,MarkWaters,95,512,IvanaMilicevic,970,48291624,Comedy|Fantasy|Romance,JonHeder,JustLikeHeaven ,2876,WillieGarson,English,USA,PG-13,58000000,2005,834,6.7,0
0,1,0,0,1,0,BrianLevant,90,809,MarkAddy,1000,35231365,Comedy|Family|Romance|Sci-Fi,TaylorNegron,TheFlintstonesinVivaRockVegas ,6299,DannyWoodburn,English,USA,PG,60000000,2000,891,3.6,500
1,0,1,1,0,0,PeterMacDonald,87,349,KurtwoodSmith,13000,53715611,Action|Adventure|Thriller|War,SylvesterStallone,RamboIII ,14574,RichardCrenna,English,USA,R,63000000,1988,1000,5.7,2000
0,1,0,0,1,1,GeorgeClooney,114,110,MalcolmGoodwin,142,31199215,Comedy|Drama|Romance|Sport,RobertBaker,Leatherheads ,589,MattBushell,English,USA,PG-13,58000000,2008,117,6.0,472
0,1,0,0,1,1,MarcLawrence,103,727,KimShaw,963,29580087,Comedy|Drama|Romance,MichaelKelly,DidYouHearAbouttheMorgans? ,3150,KevinBrown,English,USA,PG-13,58000000,2009,935,4.7,0
0,0,0,0,1,0,ShawnLevy,125,839,JessicaSzohr,1000,44665963,Comedy,JoshGad,TheInternship ,5081,RobRiggle,English,USA,PG-13,58000000,2013,847,6.3,22000
1,0,1,0,0,0,PaulW.S.Anderson,97,529,BorisKodjoe,14000,60128566,Action|Adventure|Horror|Sci-Fi,MillaJovovich,ResidentEvil:Afterlife ,16098,ShawnRoberts,English,Germany,R,60000000,2010,1000,5.9,19000
